log_Teff,LogL_lsun,Age_gyr,Step,Log_g,Mass_msun,feh,Mass_input,Metallicity_input,Z_used,Age_input
3.5404000606592123,-1.9277733855456134,0.15000000000000002,265.7913968934875,4.959279712179311,0.3,0.022950286102616135,0.3,0.0,0.022917651,0.15000000000000002
3.542147768698363,-1.903705613997194,0.15000000000000002,265.2367048526747,4.954696643207734,0.30999999999999994,0.022948948066372637,0.31,0.0,0.022917651,0.15000000000000002
3.5439042967061414,-1.8792771639160462,0.15000000000000002,264.6276863060415,4.9497881822429,0.32,0.02294749998844797,0.32,0.0,0.022917651,0.15000000000000002
3.5456621589078448,-1.8549461450781035,0.15000000000000002,264.06074551523255,4.944982489372236,0.33,0.02294586573708029,0.33,0.0,0.022917651,0.15000000000000002
3.5474214690693042,-1.8307208653808256,0.15000000000000002,263.53947042256704,4.940288327562939,0.34,0.02294402943738363,0.34,0.0,0.022917651,0.15000000000000002
3.5491823542690546,-1.8066106048991868,0.15000000000000002,263.06786882591297,4.935715485211294,0.35000000000000003,0.022941973356817066,0.35000000000000003,0.0,0.022917651,0.15000000000000002
3.550943190470854,-1.7823128620886506,0.15000000000000002,262.6591166089523,4.930954960642766,0.36,0.022939728695794418,0.36,0.0,0.022917651,0.15000000000000002
3.5527022371385693,-1.7580373435315761,0.15000000000000002,262.32773995627446,4.926209500347116,0.37,0.022937220339870844,0.37,0.0,0.022917651,0.15000000000000002
3.554459502014058,-1.7339117779727562,0.15000000000000002,262.08195536674197,4.921606865333582,0.38,0.02293439294188276,0.38,0.0,0.022917651,0.15000000000000002
3.5562147581995887,-1.7099552607896924,0.15000000000000002,261.93266234070444,4.9171652433190545,0.39,0.022931205874241977,0.39,0.0,0.022917651,0.15000000000000002
3.557958218719258,-1.6859188520890473,0.15000000000000002,261.9038485372506,4.912596549339419,0.4000000000000001,0.022927611784903375,0.4,0.0,0.022917651,0.15000000000000002
3.560397017886354,-1.6591119692143552,0.15000000000000002,262.47655823054316,4.905235864309938,0.41000000000000003,0.02292748017215855,0.41000000000000003,0.0,0.022917651,0.15000000000000002
3.5628344006816475,-1.6323081336337482,0.15000000000000002,263.04805120025003,4.897872561100635,0.42,0.0229273483271809,0.42,0.0,0.022917651,0.15000000000000002
3.565270208259724,-1.6055076870997873,0.15000000000000002,263.6181909914079,4.89050634608391,0.42999999999999994,0.022927216223925642,0.43,0.0,0.022917651,0.15000000000000002
3.567704257100157,-1.5787110244528038,0.15000000000000002,264.1868199521692,4.88313688002011,0.44,0.022927083832302173,0.44,0.0,0.022917651,0.15000000000000002
3.570136334022658,-1.5519186043456974,0.15000000000000002,264.75375495160324,4.875763768842979,0.45000000000000007,0.02292695111735678,0.45,0.0,0.022917651,0.15000000000000002
3.5725661899428927,-1.5251309626781604,0.15000000000000002,265.3187820156802,4.86838655211722,0.46,0.022926818038248812,0.46,0.0,0.022917651,0.15000000000000002
3.574993531981488,-1.4983487295739928,0.15000000000000002,265.8816495485686,4.861004688451889,0.47000000000000003,0.022926684546956826,0.47000000000000003,0.0,0.022917651,0.15000000000000002
3.577418013396207,-1.4715726510418117,0.15000000000000002,266.44205968394704,4.853617536889912,0.48000000000000004,0.022926550586627865,0.48,0.0,0.022917651,0.15000000000000002
