log_Teff,LogL_lsun,Age_gyr,Step,Log_g,Mass_msun,feh,Mass_input,Metallicity_input,Z_used,Age_input
3.5400306285698577,-1.9584479867385969,0.25000000000000006,272.87840992110614,4.988476586661762,0.3,0.023006559303816253,0.3,0.0,0.022917651,0.25000000000000006
3.541762926318117,-1.9334885202506678,0.25000000000000006,272.68515281052885,4.982940183471015,0.30999999999999994,0.02300296369043746,0.31,0.0,0.022917651,0.25000000000000006
3.5434993153574226,-1.908046025371001,0.25000000000000006,272.4051496482623,4.976937119646609,0.32,0.022999248749812302,0.32,0.0,0.022917651,0.25000000000000006
3.5452436802318394,-1.8820753685655252,0.25000000000000006,272.00375621433597,4.970437799090516,0.33,0.022995580452404185,0.33,0.0,0.022917651,0.25000000000000006
3.5469848109923996,-1.856136321046358,0.25000000000000006,271.62287918930616,4.963957151244758,0.34,0.022991791702271988,0.34,0.0,0.022917651,0.25000000000000006
3.5487209606260133,-1.830245957610299,0.25000000000000006,271.273601186983,4.957505262788658,0.35000000000000003,0.02298781743291065,0.35000000000000003,0.0,0.022917651,0.25000000000000006
3.5504488475231275,-1.8044363517527364,0.25000000000000006,270.97673991706364,4.951101080657082,0.36,0.022983535422646056,0.36,0.0,0.022917651,0.25000000000000006
3.552161496308989,-1.778775678753672,0.25000000000000006,270.77654541124815,4.944784878371014,0.37,0.022978685877628035,0.37,0.0,0.022917651,0.25000000000000006
3.5538410055875325,-1.7534389016411671,0.25000000000000006,270.78657964592617,4.938660012707016,0.38,0.02297260207058103,0.38,0.0,0.022917651,0.25000000000000006
3.5554233860615136,-1.729051433157855,0.25000000000000006,271.412774708007,4.933095936833652,0.39,0.022962900756663993,0.39,0.0,0.022917651,0.25000000000000006
3.5565956814024253,-1.706601361661817,0.25000000000000006,274.6936290966091,4.927828909308554,0.4000000000000001,0.022930095532927817,0.4,0.0,0.022917651,0.25000000000000006
3.558835302809273,-1.6793261089298774,0.25000000000000006,274.7840076191767,4.919203143560997,0.41000000000000003,0.022929873413231893,0.41000000000000003,0.0,0.022917651,0.25000000000000006
3.561067862172311,-1.652075022232656,0.25000000000000006,274.87179431080705,4.910573295707785,0.42,0.022929636706150454,0.42,0.0,0.022917651,0.25000000000000006
3.5632919696332963,-1.6248528576101133,0.25000000000000006,274.95647908154757,4.901938562362769,0.42999999999999994,0.022929382540786827,0.43,0.0,0.022917651,0.25000000000000006
3.5655058450168955,-1.5976657067518607,0.25000000000000006,275.0374085917097,4.893297914523017,0.44,0.022929107240003837,0.44,0.0,0.022917651,0.25000000000000006
3.567707170467544,-1.5705215012680054,0.25000000000000006,275.1137321683263,4.884650012387816,0.45000000000000007,0.022928806016029896,0.45,0.0,0.022917651,0.25000000000000006
3.569911147687117,-1.5433352281472383,0.25000000000000006,275.11959279206883,4.875970649793608,0.46,0.02292846031892285,0.46,0.0,0.022917651,0.25000000000000006
3.572124936456022,-1.5160871297266858,0.25000000000000006,275.0476508081558,4.867268708142883,0.47000000000000003,0.022928056865160983,0.47000000000000003,0.0,0.022917651,0.25000000000000006
3.574330045099935,-1.4888815359096617,0.25000000000000006,274.9727682382369,4.858574550587945,0.48000000000000004,0.022927607003760078,0.48,0.0,0.022917651,0.25000000000000006
3.576526519194467,-1.4617182235227268,0.25000000000000006,274.8949605220676,4.849888136257844,0.49,0.02292711097838673,0.49,0.0,0.022917651,0.25000000000000006
3.5787144039967242,-1.4345969709520974,0.25000000000000006,274.81424299150245,4.84120942456726,0.5,0.022926569031004675,0.5,0.0,0.022917651,0.25000000000000006
3.581680660170085,-1.4060154002181235,0.25000000000000006,275.7882492393344,4.83241100411217,0.51,0.02292652059357764,0.51,0.0,0.022917651,0.25000000000000006
3.5846462276700284,-1.3774318361005096,0.25000000000000006,276.7637130077974,4.8236078356067535,0.52,0.02292647256369559,0.52,0.0,0.022917651,0.25000000000000006
3.5876112393983854,-1.3488466632871603,0.25000000000000006,277.74035302110167,4.81480083534103,0.5300000000000001,0.022926424862709512,0.53,0.0,0.022917651,0.25000000000000006
3.5905757961268856,-1.3202601734645465,0.25000000000000006,278.7179560041702,4.8059906980844405,0.54,0.022926377430984465,0.54,0.0,0.022917651,0.25000000000000006
3.5935399756534037,-1.2916725918206953,0.25000000000000006,279.69635730420475,4.79717796021346,0.5500000000000002,0.022926330222481,0.55,0.0,0.022917651,0.25000000000000006
