log_Teff,LogL_lsun,Age_gyr,Step,Log_g,Mass_msun,feh,Mass_input,Metallicity_input,Z_used,Age_input
3.5402721923820004,-1.9528451492993129,1.5,283.45226812158825,4.983840027174505,0.3,0.023770013426243904,0.3,0.0,0.022917651,1.5
3.540435270223386,-1.9502891673862057,1.5,283.44418967298895,4.98318574372498,0.301,0.023768877231628766,0.301,0.0,0.022917651,1.5
3.5405981425038737,-1.9477327945479486,1.5,283.43762244536265,4.982530247108751,0.302,0.023767724590053677,0.302,0.0,0.022917651,1.5
3.540760803626961,-1.9451760201414023,1.5,283.4326075824775,4.981873504296727,0.30299999999999994,0.023766555053741683,0.303,0.0,0.022917651,1.5
3.5409232477911297,-1.9426188331335381,1.5,283.4291877353273,4.981215481049864,0.30400000000000005,0.02376536815851237,0.304,0.0,0.022917651,1.5
3.5410854689803695,-1.9400612220834155,1.5,283.42740713178677,4.980556141863236,0.305,0.023764163423023753,0.305,0.0,0.022917651,1.5
3.5412474609541724,-1.937503175123157,1.5,283.42731165016727,4.979895449906995,0.30600000000000005,0.023762940347971797,0.306,0.0,0.022917651,1.5
3.541409217236962,-1.9349446799378442,1.5,283.4289488969269,4.979233366963985,0.307,0.023761698415244642,0.307,0.0,0.022917651,1.5
3.5415707311069204,-1.9323857237442714,1.5,283.43236828881413,4.978569853363794,0.308,0.023760437087028612,0.308,0.0,0.022917651,1.5
3.541731995584174,-1.92982629326847,1.5,283.43762113974253,4.977904867913025,0.309,0.023759155804862788,0.309,0.0,0.022917651,1.5
3.541893003418283,-1.9272663747219303,1.5,283.44476075271456,4.977238367821488,0.30999999999999994,0.02375785398863852,0.31,0.0,0.022917651,1.5
3.5420540640212024,-1.9247020831288444,1.5,283.4531406177352,4.976567705700319,0.311,0.023756470413171946,0.311,0.0,0.022917651,1.5
3.542216602832085,-1.9221161137822842,1.5,283.4594324677356,4.975881278341281,0.312,0.023754745056235812,0.312,0.0,0.022917651,1.5
3.5423790047682417,-1.9195282399908653,1.5,283.4670930615035,4.975192399044717,0.313,0.023752995882052135,0.313,0.0,0.022917651,1.5
3.542541265773133,-1.9169384053127918,1.5,283.47616296432767,4.974500995142859,0.314,0.02375122218475211,0.314,0.0,0.022917651,1.5
